,H25_sex,rate_incident_rate,H25_age
757,2.0,0.913,55
758,2.0,0.914,38
759,2.0,0.915,46
760,2.0,0.916,48
761,2.0,0.917,46
762,2.0,0.918,44
763,2.0,0.919,57
764,2.0,0.92,46
765,2.0,0.921,73
766,2.0,0.922,55
767,2.0,0.923,69
768,2.0,0.924,65
769,2.0,0.925,78
770,2.0,0.926,52
771,2.0,0.927,65
772,2.0,0.928,80
773,2.0,0.929,77
774,2.0,0.93,75
775,2.0,0.931,75
776,2.0,0.932,73
777,2.0,0.933,90
778,2.0,0.934,69
779,2.0,0.935,75
780,2.0,0.936,61
781,2.0,0.937,85
782,2.0,0.938,83
783,2.0,0.939,86
784,2.0,0.94,86
785,2.0,0.941,101
786,2.0,0.942,93
787,2.0,0.943,93
788,2.0,0.944,87
789,2.0,0.945,101
790,2.0,0.946,101
791,2.0,0.947,94
792,2.0,0.948,79
793,2.0,0.949,98
794,2.0,0.95,123
795,2.0,0.951,95
796,2.0,0.952,100
797,2.0,0.953,99
798,2.0,0.954,92
799,2.0,0.955,128
800,2.0,0.956,121
801,2.0,0.957,108
802,2.0,0.958,118
803,2.0,0.959,110
804,2.0,0.96,102
805,2.0,0.961,125
806,2.0,0.962,119
807,2.0,0.963,133
808,2.0,0.964,140
809,2.0,0.965,127
810,2.0,0.966,149
811,2.0,0.967,145
812,2.0,0.968,128
813,2.0,0.969,138
814,2.0,0.97,156
815,2.0,0.971,152
816,2.0,0.972,137
817,2.0,0.973,153
818,2.0,0.974,144
819,2.0,0.975,159
820,2.0,0.976,156
821,2.0,0.977,143
822,2.0,0.978,151
823,2.0,0.979,161
824,2.0,0.98,157
825,2.0,0.981,149
826,2.0,0.982,172
827,2.0,0.983,145
828,2.0,0.984,181
829,2.0,0.985,178
830,2.0,0.986,159
831,2.0,0.987,151
832,2.0,0.988,162
833,2.0,0.989,164
834,2.0,0.99,156
835,2.0,0.991,157
836,2.0,0.992,179
837,2.0,0.993,168
838,2.0,0.994,147
839,2.0,0.995,170
840,2.0,0.996,155
841,2.0,0.997,165
842,2.0,0.998,160
843,2.0,0.999,152
844,2.0,1.0,182
845,2.0,1.001,200
846,2.0,1.002,164
847,2.0,1.003,163
848,2.0,1.004,169
849,2.0,1.005,167
850,2.0,1.006,161
851,2.0,1.007,156
852,2.0,1.008,160
853,2.0,1.009,152
854,2.0,1.01,179
855,2.0,1.011,180
856,2.0,1.012,160
857,2.0,1.013,153
858,2.0,1.014,161
859,2.0,1.015,154
860,2.0,1.016,156
861,2.0,1.017,163
862,2.0,1.018,132
863,2.0,1.019,161
864,2.0,1.02,152
865,2.0,1.021,123
866,2.0,1.022,159
867,2.0,1.023,138
868,2.0,1.024,152
869,2.0,1.025,127
870,2.0,1.026,136
871,2.0,1.027,116
872,2.0,1.028,149
873,2.0,1.029,125
874,2.0,1.03,138
875,2.0,1.031,119
876,2.0,1.032,137
877,2.0,1.033,122
878,2.0,1.034,148
879,2.0,1.035,114
880,2.0,1.036,138
881,2.0,1.037,124
882,2.0,1.038,126
883,2.0,1.039,119
884,2.0,1.04,130
885,2.0,1.041,110
886,2.0,1.042,128
887,2.0,1.043,112
888,2.0,1.044,120
889,2.0,1.045,122
890,2.0,1.046,133
891,2.0,1.047,116
892,2.0,1.048,117
893,2.0,1.049,109
894,2.0,1.05,108
895,2.0,1.051,125
896,2.0,1.052,90
897,2.0,1.053,95
898,2.0,1.054,96
899,2.0,1.055,99
900,2.0,1.056,95
901,2.0,1.057,105
902,2.0,1.058,84
903,2.0,1.059,80
904,2.0,1.06,96
905,2.0,1.061,107
906,2.0,1.062,89
907,2.0,1.063,102
908,2.0,1.064,76
909,2.0,1.065,68
910,2.0,1.066,87
911,2.0,1.067,81
912,2.0,1.068,70
913,2.0,1.069,75
914,2.0,1.07,71
915,2.0,1.071,76
916,2.0,1.072,63
917,2.0,1.073,73
918,2.0,1.074,68
919,2.0,1.075,52
920,2.0,1.076,62
921,2.0,1.077,54
922,2.0,1.078,58
923,2.0,1.079,48
924,2.0,1.08,50
925,2.0,1.081,52
926,2.0,1.082,49
927,2.0,1.083,59
928,2.0,1.084,46
929,2.0,1.085,58
930,2.0,1.086,49
931,2.0,1.087,49
932,2.0,1.088,54
933,2.0,1.089,48
934,2.0,1.09,45
935,2.0,1.091,53
936,2.0,1.092,51
937,2.0,1.093,43
938,2.0,1.094,41
939,2.0,1.095,50
940,2.0,1.096,36
941,2.0,1.097,44
942,2.0,1.098,34
943,2.0,1.099,28
944,2.0,1.1,44
945,2.0,1.101,40
946,2.0,1.102,39
947,2.0,1.103,37
948,2.0,1.104,35
949,2.0,1.105,29
950,2.0,1.106,39
951,2.0,1.107,31
952,2.0,1.108,30
953,2.0,1.109,36
954,2.0,1.11,27
955,2.0,1.111,25
956,2.0,1.112,28
957,2.0,1.113,27
958,2.0,1.114,30
959,2.0,1.115,28
960,2.0,1.116,24
961,2.0,1.117,24
962,2.0,1.118,18
963,2.0,1.119,28
964,2.0,1.12,26
965,2.0,1.121,21
966,2.0,1.122,14
967,2.0,1.123,24
968,2.0,1.124,25
969,2.0,1.125,32
970,2.0,1.126,16
971,2.0,1.127,22
972,2.0,1.128,21
973,2.0,1.129,24
974,2.0,1.13,17
975,2.0,1.131,11
976,2.0,1.132,16
977,2.0,1.133,12
978,2.0,1.134,19
979,2.0,1.135,20
980,2.0,1.136,20
981,2.0,1.137,15
982,2.0,1.138,19
983,2.0,1.139,11
984,2.0,1.14,19
985,2.0,1.141,17
986,2.0,1.142,11
987,2.0,1.143,14
988,2.0,1.144,14
989,2.0,1.145,18
990,2.0,1.146,15
991,2.0,1.147,21
992,2.0,1.148,20
993,2.0,1.149,8
994,2.0,1.15,10
995,2.0,1.151,6
996,2.0,1.152,10
997,2.0,1.153,9
998,2.0,1.154,11
999,2.0,1.155,13
1000,2.0,1.156,13
1001,2.0,1.157,8
1002,2.0,1.158,10
1003,2.0,1.159,7
1004,2.0,1.16,14
1005,2.0,1.161,14
1006,2.0,1.162,11
1007,2.0,1.163,8
1008,2.0,1.164,5
1009,2.0,1.165,4
1010,2.0,1.166,7
1011,2.0,1.167,6
1012,2.0,1.168,6
1013,2.0,1.169,8
1014,2.0,1.17,7
1015,2.0,1.171,7
1016,2.0,1.172,10
1017,2.0,1.173,3
1018,2.0,1.174,11
1019,2.0,1.175,8
1020,2.0,1.176,10
1021,2.0,1.177,9
1022,2.0,1.178,2
1023,2.0,1.179,2
1024,2.0,1.18,10
1025,2.0,1.181,6
1026,2.0,1.182,6
1027,2.0,1.183,12
1028,2.0,1.184,2
1029,2.0,1.185,2
1030,2.0,1.186,6
1031,2.0,1.187,7
1032,2.0,1.188,8
1033,2.0,1.189,4
1034,2.0,1.19,4
1035,2.0,1.191,7
1036,2.0,1.192,4
1037,2.0,1.193,5
1038,2.0,1.194,4
1039,2.0,1.195,5
1040,2.0,1.196,1
1041,2.0,1.197,5
1042,2.0,1.198,5
1043,2.0,1.199,4
1044,2.0,1.2,2
1045,2.0,1.201,4
1046,2.0,1.202,5
1047,2.0,1.203,3
1048,2.0,1.204,1
1049,2.0,1.206,2
1050,2.0,1.207,5
1051,2.0,1.208,1
1052,2.0,1.209,2
1053,2.0,1.21,5
1054,2.0,1.211,2
1055,2.0,1.212,4
1056,2.0,1.213,4
1057,2.0,1.214,1
1058,2.0,1.215,3
1059,2.0,1.216,2
1060,2.0,1.217,1
1061,2.0,1.218,2
1062,2.0,1.219,2
1063,2.0,1.22,2
1064,2.0,1.221,1
1065,2.0,1.222,2
1066,2.0,1.223,4
1067,2.0,1.224,2
1068,2.0,1.225,2
1069,2.0,1.226,1
1070,2.0,1.227,3
1071,2.0,1.228,3
1072,2.0,1.229,4
1073,2.0,1.23,2
1074,2.0,1.231,1
1075,2.0,1.232,1
1076,2.0,1.233,1
1077,2.0,1.234,1
1078,2.0,1.235,2
1079,2.0,1.236,3
1080,2.0,1.238,2
1081,2.0,1.239,1
1082,2.0,1.241,1
1083,2.0,1.242,2
1084,2.0,1.243,4
1085,2.0,1.245,2
1086,2.0,1.246,1
1087,2.0,1.247,3
1088,2.0,1.248,3
1089,2.0,1.25,2
1090,2.0,1.251,1
1091,2.0,1.252,2
1092,2.0,1.254,1
1093,2.0,1.255,1
1094,2.0,1.26,2
1095,2.0,1.262,1
1096,2.0,1.263,1
1097,2.0,1.264,2
1098,2.0,1.268,1
1099,2.0,1.272,2
1100,2.0,1.274,1
1101,2.0,1.275,1
1102,2.0,1.277,1
1103,2.0,1.278,3
1104,2.0,1.279,1
1105,2.0,1.28,1
1106,2.0,1.282,1
1107,2.0,1.283,2
1108,2.0,1.287,1
1109,2.0,1.288,1
1110,2.0,1.293,1
1111,2.0,1.297,2
1112,2.0,1.298,1
1113,2.0,1.299,1
1114,2.0,1.306,1
1115,2.0,1.308,1
1116,2.0,1.309,1
1117,2.0,1.312,1
1118,2.0,1.314,1
1119,2.0,1.319,1
1120,2.0,1.322,1
1121,2.0,1.331,1
1122,2.0,1.351,1
1123,2.0,1.357,1
1124,2.0,1.362,1
1125,2.0,1.37,1
1126,2.0,1.38,1
1127,2.0,1.385,1
1128,2.0,1.396,1
1129,2.0,1.406,1
1130,2.0,1.409,1
1131,2.0,1.42,1
1132,2.0,1.442,1
1133,2.0,1.449,1
1134,2.0,1.459,1
1135,2.0,1.474,1
1136,2.0,1.491,1
1137,2.0,1.528,1
1138,2.0,1.556,1
1139,2.0,1.577,1
1140,2.0,1.604,1
1141,2.0,1.672,1
